"STUDY_ID","REVIEWERS","INCLUDE","journal","abstract","title","volume","pages","author"
"68","Aaron_1","NO","Future oncology (London, England)","Background: Neuroblastoma is the most common extracranial solid tumor in childhood. Amplification of MYCN in neuroblastoma is a predictor of poor prognosis. Materials and methods: DNA methylation data from the TARGET data matrix were stratified into MYCN amplified and non-amplified groups. Differential methylation analysis, clustering, recursive feature elimination (RFE), machine learning (ML), Cox regression analysis and Kaplan-Meier estimates were performed. Results and Conclusion: 663 CpGs were differentially methylated between the two groups. A total of 25 CpGs were selected by RFE for clustering and ML, and a 100% clustering accuracy was obtained. ML validation on three external datasets produced high accuracy scores of 100%, 97% and 93%. Eight survival-associated CpGs were also identified. Therapeutic interventions may need to be targeted to patient subgroups.","Predicting amplification of MYCN using CpG methylation biomarkers in neuroblastoma.","17","4769-4783","Giwa A and Rossouw SC and Fatai A and Gamieldien J and Christoffels A and Bendou H"
"69","Aaron_1","NO","The Cleft palate-craniofacial journal : official publication of the American and Cleft Palate-Craniofacial Association","Novel or rare damaging mutations have been implicated in the developmental pathogenesis of nonsyndromic cleft lip with or without cleft palate (nsCL ± P). Thus, we investigated the human genome for high-impact mutations that could explain the risk of nsCL ± P in our cohorts. We conducted next-generation sequencing (NGS) analysis of 130 nsCL ± P case-parent African trios to identify pathogenic variants that contribute to the risk of clefting. We replicated this analysis using whole-exome sequence data from a Brazilian nsCL ± P cohort. Computational analyses were then used to predict the mechanism by which these variants could result in increased risks for nsCL ± P. We discovered damaging mutations within the AFDN gene, a cell adhesion molecule (CAMs) that was previously shown to contribute to cleft palate in mice. These mutations include p.Met1164Ile, p.Thr453Asn, p.Pro1638Ala, p.Arg669Gln, p.Ala1717Val, and p.Arg1596His. We also discovered a novel splicing p.Leu1588Leu mutation in this protein. Computational analysis suggests that these amino acid changes affect the interactions with other cleft-associated genes including nectins (PVRL1, PVRL2, PVRL3, and PVRL4) CDH1, CTNNA1, and CTNND1. This is the first report on the contribution of AFDN to the risk for nsCL ± P in humans. AFDN encodes AFADIN, an important CAM that forms calcium-independent complexes with nectins 1 and 4 (encoded by the genes PVRL1 and PVRL4). This discovery shows the power of NGS analysis of multiethnic cleft samples in combination with a computational approach in the understanding of the pathogenesis of nsCL ± P.","Damaging Mutations in AFDN Contribute to Risk of Nonsyndromic Cleft Lip With or Without Cleft Palate.","61","697-705","Awotoye W and Mossey PA and Hetmanski JB and Gowans LJJ and Eshete MA and Adeyemo WL and Alade A and Zeng E and Adamson O and James O and Fashina A and Ogunlewe MO and Naicker T and Adeleke C and Busch T and Li M and Petrin A and Oladayo A and Kayali S and Olotu J and Sule V and Hassan M and Pape J and Aladenika ET and Donkor P and Arthur FKN and Obiri-Yeboah S and Sabbah DK and Agbenorku P and Ray D and Plange-Rhule G and Oti AA and Albokhari D and Sobreira N and Dunnwald M and Beaty TH and Taub M and Marazita ML and Adeyemo AA and Murray JC and Butali A"
"70","Aaron_1","NO","Infectious disorders drug targets","BACKGROUND: Extended Spectrum Beta Lactamase (ESBL) production in gram negative bacteria confers multiple antibiotic resistance, adversely affecting antimicrobial therapy in infected individuals. ESBLs result from mutations in β-lactamases encoded mainly by the bla(TEM),bla(SHV) and bla(CTX-M) genes. The prevalence of ESBL producing bacteria has been on the increase globally, especially its upsurge among isolates from community-acquired infections has been observed. AIM: To determine ESBL prevalence and identify ESBL genes among clinical isolates in Osun State, Nigeria. MATERIAL AND METHODS: A cross-sectional study was carried out from August 2016 - July 2017 in Osun State, Nigeria. Three hundred and sixty Gram-negative bacteria recovered from clinical samples obtained from both community and healthcare-associated infections were tested. They included 147 Escherichia coli (40.8%), 116 Klebsiella spp (32.2%), 44 Pseudomonas aeruginosa (12.2%) and 23 Proteus vulgaris (6.4%) isolates. Others were Acinetobacter baumannii, Serratia rubidae, Citrobacter spp, Enterobacter spp and Salmonella typhi. Disk diffusion antibiotic susceptibility testing was carried out, isolates were screened for ESBL production and confirmed using standard laboratory procedures. ESBLs resistance genes were identified by Polymerase Chain Reaction (PCR). RESULTS: All isolates demonstrated multiple antibiotic resistance. Resistance to ampicillin, amoxicillin with clavulanate and erythromycin was 100%, whereas resistance to Imipenem was very low (5.0%). The overall prevalence of ESBL producers was 41.4% with Klebsiella spp as the highest ESBL producing Enterobacteriacaea. ESBL producers were more prevalent among the hospital pathogens than community pathogens, 58% vs. 29.5% (p=0.003). ESBL genes were detected in all ESBL producers with the bla(CTX-M) gene predominating (47.0%) followed by bla(TEM) (30.9%) and bla(SHV) gene was the least, 22.1%. The bla(CTX-M) gene was also the most prevalent in the healthcare pathogens (62%) but it accounted for only 25% in those of community origin. CONCLUSION: A high prevalence of ESBL producing gram-negative organisms occurs both in healthcare and in the community in our environment with the CTX-M variant predominating. Efforts to control the spread of these pathogens should be addressed.","Extended Spectrum Beta Lactamase (ESBL), bla(TEM),bla(SHV) and bla(CTX-M), Resistance Genes in Community and Healthcare Associated Gram Negative Bacteria from Osun State, Nigeria.","21","595-602","Shitta G and Makanjuola O and Adefioye O and Olowe OA"
"71","Aaron_1","NO","Frontiers in cellular and infection microbiology","INTRODUCTION: Beef cattle, one of the food-producing animals, are linked to humans through a shared environment and the food chain as a major source of animal protein. Antimicrobial drugs are readily accessible for use in food animal production in Nigeria. Beef cattle and abattoir environments harbor pathogenic bacteria such as Escherichia coli (E. coli) which have developed resistance to antimicrobial agents used for prophylaxis or treatment. This study investigated the zoonotic transmission of extended-spectrum beta-lactamase-producing E. coli (ESBL-EC) among humans, beef cattle, and abattoir environments in Abuja and Lagos, Nigeria. MATERIALS AND METHODS: We conducted a cross-sectional study among abattoir workers, beef cattle, and abattoir environments in Abuja and Lagos. Stool, cecal, and environmental samples were collected from apparently healthy workers, slaughtered cattle, and abattoir environments from May to December 2020. Data were collected electronically using open data kit app installed on a mobile phone. Antimicrobial susceptibility patterns were determined using the Kirby-Bauer disk diffusion method against a panel of 16 antimicrobial agents. Phenotypic and genotypic characterizations of the isolates were conducted. Data were analyzed with descriptive statistics. RESULTS: From 21.7% (n = 97) of 448 samples, ESBL-EC were isolated and further characterized. Prevalence of ESBL-EC was highest in cattle (45.4%; n = 44), abattoir workers (41.2%; n = 40), and abattoir environment (13.4%; n = 13). Whole-genome sequencing of ESBL-EC showed dissemination of blaCTX-M-15 (90.7%; n = 88); blaCTX-M-14 (5.2%; n = 5); and blaCTX-M-55 (2.1%; n = 2) genes. The blaCTX-M-15 coexisted with blaCTX-M-14 and blaTEM-1 genes in 2.1% (n = 2) and 39.2% (n = 38) of the isolates, respectively. The presence of blaCTX-M-14 and blaCTX-M-15 genes was significantly associated with isolates originating from abattoir workers when compared with beef cattle isolates (p = 0.05; p < 0.01). The most prevalent sequence types (ST) were ST10 (n = 11), ST215 (n = 7), ST4684 (n = 7), and ST2178 (n = 6). ESBL-EC strain (ST205/B1) harbored mcr-1.1 and blaCTX-M15 and was isolated from a worker at Lagos abattoir. In 91 ESBL-EC isolates, 219 mobile genetic elements (MGEs) harbored resistance genes out of which β-lactam genes were carried on 64 different MGEs. Isolates showed equal distribution of insertion sequences and miniature inverted repeats although only a few composite transposons were detected (humans n = 12; cattle n = 9; environment n = 4). Two isolates of human and cattle origin (ST46/A) harboring ESBL genes and carried by MGEs were clonally related. CONCLUSIONS: This is the first report of blaCTX-M-55 gene in humans and cattle in Nigeria. This study demonstrates the horizontal transfer of ESBL genes possibly by MGEs and buttresses the importance of genomic surveillance. Healthcare workers should be sensitized that people working closely with cattle or in abattoir environments are a high-risk group for fecal carriage of ESBL-EC when compared with the general population.","Extended-Spectrum ß-Lactamase-Producing Escherichia coli Among Humans, Beef Cattle, and Abattoir Environments in Nigeria.","12","869314","Aworh MK and Ekeng E and Nilsson P and Egyir B and Owusu-Nyantakyi C and Hendriksen RS"
"72","Aaron_1","NO","Foodborne pathogens and disease","Escherichia coli is one of the most common commensal bacteria of the gastrointestinal tract of humans and warm-blooded animals. Contaminated poultry can lead to disease outbreaks in consumers causing massive economic losses in the poultry industry. Additionally, commensal E. coli can harbor antibiotic resistance genes that can be transferred to other bacteria, including pathogens, in a colonized human host. In a previous study on antimicrobial resistance of E. coli from food animals from Nigeria, multidrug-resistant E. coli were detected. Three of those isolates were selected for further study using whole-genome sequencing due to the extensive drug resistance exhibited. All of the isolates carried the extended-spectrum β-lactamase (ESBL) genes, bla(CTX-M15) and bla(TEM-1), whereas one isolate harbored an additional ESBL, bla(OXA-1). All of the tetracycline-resistant isolates carried tet(A). The genes aac3-IIa and aacA4, conferring resistance to aminoglycosides, were identified in an E. coli isolate resistant to gentamicin and tobramycin. In two E. coli isolates, dfrA14, qnrS1, and sulII, were detected conferring resistance to trimethoprim, fluoroquinolones, and sulfonamides, respectively. The third isolate carried dfrA17, no fluoroquinolone resistance gene, an additional sulI gene, and a chloramphenicol resistance gene, catB3. Mutations in candidate genes conferring resistance to fosfomycin and fluoroquinolones were also detected. Several efflux systems were detected in all the E. coli isolates and virulence-associated genes related to serum resistance, motility, and adhesion. E. coli and non-E. coli origin prophages were also identified in the isolates. The results underline the higher resolution power of whole-genome sequencing for investigation of antimicrobial resistance, virulence, and phage in E. coli.","Genome Analysis of Multidrug-Resistant Escherichia coli Isolated from Poultry in Nigeria.","17","1-7","Sharma P and Gupta SK and Adenipekun EO and Barrett JB and Hiott LM and Woodley TA and Iwalokun BA and Oluwadun A and Ramadan HH and Frye JG and Jackson CR"
"74","Aaron_1","NO","Journal of medical genetics",NA,"Complete allelic analysis of BRCA1 and BRCA2 variants in young Nigerian breast cancer patients.","42","276-81","Fackenthal JD and Sveen L and Gao Q and Kohlmeir EK and Adebamowo C and Ogundiran TO and Adenipekun AA and Oyesegun R and Campbell O and Rotimi C and Akang EE and Das S and Olopade OI"
"76","Aaron_1","NO","African journal of medicine and medical sciences","In Nigeria the Federal Government rolled out antiretroviral drugs for the management of HIV infection in year 2002. This study was carried out to determine the circulating antiviral drug mutations among ARV naïve patients with chronic HIV infection during the pre-ARV roll out era in the country. DNA was extracted from stored whole blood samples collected from 75 HIV positive patients attending the Medical outpatient clinic between December 1996 and November 2001. The Reverse transcriptase (RT) and the protease (PR) regions of the viral genome were amplified by nested PCR and then sequenced by cycle sequencing and analyzed using the ABI 3100 DNA sequencer to determine the mutations associated with protease inhibitors (PI), nucleoside reverse transcriptase inhibitors (NRTI) and non-nucleoside reverse transcriptase inhibitor (NNRTI). Ten of the 64 (15.6%) samples with positive PCR had mutations for PR inhibitors (PI) including R8D, I 15V, G16E, M36I, M46L, L63P and H69K, while 5 of 63 harbored RT inhibitor (NRTI/NNRTI); V179I, A98T, V179E and A98S. Detection ofARV drug resistant mutations when ARV was not known to be in use in Nigeria calls for caution in the interpretation of drug resistance profile of HIV-1 from infected persons on treatment ARVs in the country.","HIV-1 drug resistant mutations in chronically infected treatment naive individuals in the pre-ARV era in Nigeria.","41 Suppl","61-3","Odaibo GN and Ola SO and Landerz M and Dietrich U and Olaleye DO"
"77","Aaron_1","NO","Tropical animal health and production","Using deletion typing technique, five mycobacteria isolated from unpasteurised milk samples from cows in north-central Nigeria were characterized as Mycobacterium bovis (n = 4) and M. africanum (n = 1). This report emphasizes that transmission between the animal and human reservoir is a serious threat in Nigeria.","Mycobacterium bovis, but also M. africanum present in raw milk of pastoral cattle in north-central Nigeria.","42","1047-8","Cadmus SI and Yakubu MK and Magaji AA and Jenkins AO and van Soolingen D"
"79","Aaron_1","NO","Journal of infection in developing countries","INTRODUCTION: Tuberculosis (TB) continues to be a public health problem globally. The burden is further exacerbated in developing countries like Nigeria, by poor diagnosis, management and treatment, as well as rapid emergence of drug-resistant TB. This study was conducted to evaluate the prevalence of drug-resistant TB, determine the rpoB gene mutation patterns of Mycobacterium tuberculosis (MTB) and model the dynamics of multidrug resistant TB (MDR-TB) in Enugu, Nigeria. METHODOLOGY: A total of 868 samples, from patients accessing DOTS services in designated centres within the zone, were screened by sputum-smear microscopy, while 207 samples were screened by Nucleic Acid Amplification (Xpert® MTB/Rif) Test (NAAT). A deterministic model was formulated to study the transmission dynamics of TB and MDR-TB, using live data generated through epidemiological study. RESULTS: The results showed TB prevalence values of 22.1% and 21.3% by sputum-smear and NAAT assays, respectively. Analysis of the rifampicin resistance patterns showed the highest occurrence of mutations (50%) along codons 523 - 527. Factors such as combination therapy, multiple therapy and compliance to treatment had influence on both prevalence and development of TB drug resistance in the population. CONCLUSIONS: This first documentation of Rifampicin resistance patterns in MTB from Nigeria shows that a majority of rpoB gene mutations occurred along codons 523 to 527, contrary to the widely reported codon 531 mutation and that multiple interventions such as combination therapy, with good compliance to treatment are needed to reduce both prevalence and development of TB drug resistance in the population.","Rifampicin resistance patterns and dynamics of tuberculosis and drug-resistant tuberculosis in Enugu, South Eastern Nigeria.","14","1011-1018","Ugwu KO and Onah IS and Mbah GC and Ezeonu IM"
"81","Aaron_1","NO","Annals of epidemiology","PURPOSE: The purpose of this study is to map type 2 diabetes susceptibility genes in West African ancestral populations of African-Americans, through an international collaboration between West African and US investigators. DESIGN AND METHODS: Affected sib-pairs (ASP) along with unaffected spouse controls are being enrolled and examined in West Africa, with two sites established in Ghana (Accra and Kumasi) and three in Nigeria (Enugu, Ibadan, and Lagos). Eligible participants are invited to study clinics to obtain detailed epidemiologic, family, and medical history information. Blood samples are drawn from each participant to measure glucose, insulin, C-peptide, total cholesterol, LDL, HDL, triglycerides, albumin, creatinine, urea, uric acid, total calcium and to detect autoantibodies to glutamic acid decarboxylase (GAD). DNA is isolated from frozen white blood cells obtained from 20 ml of EDTA whole blood samples. RESULTS: With full informed consent, 162 individuals from 78 families have been enrolled and examined since the Africa America Diabetes Mellitus (AADM) study began in June of 1997. Logistics of field examinations and specimen shipping have been successfully established. At the end of the third year of field activity (September 2000) the AADM study will have enrolled and performed comprehensive examination on 400 ASP with type 2 diabetes, for a minimum of 800 cases and 200 controls from Ghana and Nigeria. At the current participation rate, the goal of 400 sib-pairs and 200 controls will be met before the scheduled closing date. CONCLUSIONS: The AADM study will create a comprehensive epidemiologic and genetic resource that will facilitate a powerful genome-wide search for West African susceptibility genes to type 2 diabetes.","In search of susceptibility genes for type 2 diabetes in West Africa: the design and results of the first phase of the AADM study.","11","51-8","Rotimi CN and Dunston GM and Berg K and Akinsete O and Amoah A and Owusu S and Acheampong J and Boateng K and Oli J and Okafor G and Onyenekwe B and Osotimehin B and Abbiyesuku F and Johnson T and Fasanmade O and Furbert-Harris P and Kittles R and Vekich M and Adegoke O and Bonney G and Collins F"
"82","Aaron_1","NO","Journal, genetic engineering & biotechnology","BACKGROUND: Chemical control has been the most efficient method in mosquito control, the development of insecticide resistance in target populations has a significant impact on vector control. The use of agricultural pesticides may have a profound impact on the development of resistance in the field populations of malaria vectors. Our study focused on insecticide resistance and knockdown resistance (kdr) of Anopheles arabiensis populations from Northern Sudan, related to agricultural pesticide usage. RESULTS: Anopheles arabiensis from urban and rural localities (Merowe and Al-hamadab) were fully susceptible to bendiocarb 0.1% and permethrin 0.75% insecticides while resistant to DDT 4% and malathion 5%. The population of laboratory reference colony F189 from Dongola showed a mortality of 91% to DDT (4%) and fully susceptible to others. GLM analysis indicated that insecticides, sites, site type, and their interaction were determinant factors on mortality rates (P < 0.01). Except for malathion, mortality rates of all insecticides were not significant (P > 0.05) according to sites. Mortality rates of malathion and DDT were varied significantly (P < 0.0001 and P < 0.05 respectively) by site types, while mortality rates of bendiocarb and permethrin were not significant (P >0.05). The West African kdr mutation (L1014F) was found in urban and rural sites. Even though, the low-moderate frequency of kdr (L1014F) mutation was observed. The findings presented here for An. arabiensis showed no correlation between the resistant phenotype as ascertained by bioassay and the presence of the kdr mutation, with all individuals tested except the Merowe site which showed a moderate association with DDT (OR= 6 in allelic test), suggesting that kdr genotype would be a poor indicator of phenotypic resistance. CONCLUSION: The results provide critical pieces of information regarding the insecticide susceptibility status of An. arabiensis in northern Sudan. The usage of the same pesticides in agricultural areas seemed to affect the Anopheles susceptibility when they are exposed to those insecticides in the field. The kdr mutation might have a less role than normally expected in pyrethroids resistance; however, other resistance genes should be in focus. These pieces of information will help to improve the surveillance system and The implication of different vector control programs employing any of these insecticides either in the treatment of bed nets or for indoor residual spraying would achieve satisfactory success rates.","Status of insecticide susceptibility in Anopheles arabiensis and detection of the knockdown resistance mutation (kdr) concerning agricultural practices from Northern Sudan state, Sudan.","19","49","Korti MY and Ageep TB and Adam AI and Shitta KB and Hassan AA and Algadam AA and Baleela RM and Saad HA and Abuelmaali SA"
"83","Aaron_1","NO","Parasitology research","An investigation was conducted for the first time to determine the prevalence and genetic diversity of human lice, for the first time in Nigeria, using conventional PCR and sequencing methods. Three mitochondrial genes, cytochrome oxidase subunit 1 (cox1), cytochrome b (cytb), and 12S rRNA of Nigerian human lice, were amplified, sequenced, and analyzed. Overall, high prevalence (72.5%; 103/142) of lice infestation was recorded among the examined volunteers. Head lice infestation was more common 63 (61.2%) than body lice infestation 34 (33.0%). Co-infestation with both head and body lice was recorded in six humans (5.8%). The Nigerian human lice specimens were placed mostly into clade A with few in clade E, including body lice for the first time. Six, three, and eight haplotypes of Nigerian human lice were obtained for the cytb, cox1, and 12S rRNA genes, respectively. Additionally, one (E51), three (A31, A32, and E5), and six (A20, A21, A23, A24, A30, and E1) novel haplotypes were recorded for cox1, cytb, and 12S rRNA, respectively, from the Nigerian specimens which were corroborated by the ML phylogenetic trees and MJ network analyses. Genetic diversity indices indicate minimal variation in the parameters analyzed among the clades of the three genes. However, a statistically significant Snn test, negative Tajima's D test for clade A (cox1 and 12S rRNA genes), and negative Fu and Li's D test in clade A for cox1 gene indicate a geographical structure and the signature of population expansion of the Nigerian human lice. The findings from this study provide additional data on the human lice structure in Africa.","Phylogenetic and network analysis of Pediculus humanus in Nigeria reveal the presences of clade E body lice and novel haplotypes.","122","3087-3100","Kamani J and Irene S and Nachum-Biala Y and Shand M and Harrus S"
"84","Aaron_1","NO","The Nigerian postgraduate medical journal","Nigeria was ranked second highest country with human immunodeficiency virus (HIV) burden worldwide. HIV-1 subtypes and circulating recombinant forms genetic variability affect the protease and reverse transcriptase genes which code for viral enzymes and are the main targets for antiretroviral drugs. Therefore, this study was aimed at reviewing and pooling such HIV-1 subtypes in Nigeria to represent the collective prevalence of each subtype. Studies of HIV-1 subtypes in Nigeria published from 2002 to 2017 were retrieved and synthesised from different sources electronically. Sixteen studies were included for random effect meta-analysis for various subtypes in each study. The pooled prevalence was charted in forest plot and effect estimates from individual studies against some measure of study size or precision were presented in funnel plots. The pooled prevalence of Subtype G, CRF02_AG, CRF06_cpx, Subtype A and Subtype C were 38.27% (95% Confidence Interval [CI]: 21.27%- 55.98%), 37.81% (95% CI: 20.37%- 55.25%), 6.6% (95% CI: 7.10%-7.10%), 14.05% (95% CI: 9.06% - 19.04%) and 2.80% (95% CI: 2.70%- 8.30%) respectively. This study suggests HIV-1 subtypes G, CRF02_AG and A are the most prevalent in Nigeria.","Genetic diversity of human immunodeficiency virus-1 in Nigeria: 2002-2017 - systematic review and meta-analysis.","27","8-12","Tahir MI and Aminu M and Suleiman BA and Opaluwa AS and Ahmad AE"
"85","Aaron_1","NO","Tanzania journal of health research","Escherichia coli O157:H7 is an important agent of haemorrhagic colitis and haemolytic uraemic syndrome in children less than five years old and elderly people. The objective of this study was to investigate the prevalence of verotocytoxin producing E. coli 0157 (VTEC O157) among human patients with diarrhoea in Morogoro, Tanzania. Faecal samples originating from 275 human patients with diarrhoea were screened for presence of E. coli O157:H7. A total of 96 E. coli isolate were identified. Of these, 10 isolates were grouped into sorbitol non-fermenting and glucuronide negative and 49 isolates were sorbitol positive and glucuronide positive. The remaining 37 were sorbitol negative and glucuronide positive. Using the polymerase chain reaction techniques, a total often verotocytocin producing E. coli isolated in this study were used. The overall two (15%) and one (7%) of the isolated of E. coli possessed both attaching and effacing (eae A) and enterohemolysin (ehly) A genes respectively. Other enterobacterial agents including Pseudomonas spp, Proteus spp and coliforms were also isolated. The VTEC O157 isolates were 100% resistant to oxytetracycline, chloramphenicol, streptomycin, and amoxyclav. In conclusion, the isolation of diarrhoeaogenic E. coli O157:H7 in this region suggests that the pathogen is an important aetiology of acute gastroenteritis in Tanzania. There is therefore, need to improve sewage and refuse disposal system, the provision of safe potable water, sanitation, personal hygiene and health education in order to reduce infection with this and other enteric pathogens.","Prevalence and characterization of verotocytoxin producing Escherichia coli O157 from diarrhoea patients in Morogoro, Tanzania.","10","151-8","Rajii MA and Minga UM and Machang'u RS"
"86","Aaron_1","NO","PLoS neglected tropical diseases","BACKGROUND: Salmonellosis causes significant morbidity and mortality in Africa. Information on lineages of invasive Salmonella circulating in Nigeria is sparse. METHODS: Salmonella enterica isolated from blood (n = 60) and cerebrospinal fluid (CSF, n = 3) between 2016 and 2020 from five tertiary hospitals in southwest Nigeria were antimicrobial susceptibility-tested and Illumina-sequenced. Genomes were analysed using publicly-available bioinformatic tools. RESULTS: Isolates and sequence types (STs) from blood were S. Typhi [ST1, n = 1 and ST2, n = 43] and invasive non-typhoidal Salmonella (iNTS) (S. Enteritidis [ST11, n = 7], S. Durham [ST10, n = 2], S. Rissen [ST8756, n = 2], S. Chester [ST2063, n = 1], S. Dublin [ST10, n = 1], S. Infantis [ST603, n = 1], S. Telelkebir [ST8757, n = 1] and S. Typhimurium [ST313, n = 1]). S. Typhi ST2 (n = 2) and S. Adabraka ST8757 (n = 1) were recovered from CSF. Most S. Typhi belonged to genotype 3.1.1 (n = 44), carried an IncY plasmid, had several antibiotic resistance genes (ARGs) including blaTEM-1 (n = 38), aph(6)-Id (n = 32), tet(A) (n = 33), sul2 (n = 32), dfrA14 (n = 30) as well as quinolone resistance-conferring gyrA_S83Y single-nucleotide polymorphisms (n = 37). All S. Enteritidis harboured aph(3"")-Ib, blaTEM-1, catA1, dfrA7, sul1, sul2, tet(B) genes, and a single ARG, qnrB19, was detected in S. Telelkebir. Typhoidal toxins cdtB, pltA and pltB were detected in S. Typhi, Rissen, Chester, and Telelkebir. CONCLUSION: Most invasive salmonelloses in southwest Nigeria are vaccine-preventable infections due to multidrug-resistant, West African dominant S. Typhi lineage 3.1.1. Invasive NTS serovars, including some harbouring typhoidal toxin or resistance genes, represented a third of the isolates emphasizing the need for better diagnosis and surveillance.","Genomic characterization of invasive typhoidal and non-typhoidal Salmonella in southwestern Nigeria.","16","e0010716","Ikhimiukor OO and Oaikhena AO and Afolayan AO and Fadeyi A and Kehinde A and Ogunleye VO and Aboderin AO and Oduyebo OO and Elikwu CJ and Odih EE and Komolafe I and Argimón S and Egwuenu A and Adebiyi I and Sadare OA and Okwor T and Kekre M and Underwood A and Ihekweazu C and Aanensen DM and Okeke IN"
"87","Aaron_1","NO","Nature communications","Disparities in SARS-CoV-2 genomic surveillance have limited our understanding of the viral population dynamics and may delay identification of globally important variants. Despite being the most populated country in Africa, Nigeria has remained critically under sampled. Here, we report sequences from 378 SARS-CoV-2 isolates collected in Oyo State, Nigeria between July 2020 and August 2021. In early 2021, most isolates belonged to the Alpha ""variant of concern"" (VOC) or the Eta lineage. Eta outcompeted Alpha in Nigeria and across West Africa, persisting in the region even after expansion of an otherwise rare Delta sub-lineage. Spike protein from the Eta variant conferred increased infectivity and decreased neutralization by convalescent sera in vitro. Phylodynamic reconstructions suggest that Eta originated in West Africa before spreading globally and represented a VOC in early 2021. These results demonstrate a distinct distribution of SARS-CoV-2 lineages in Nigeria, and emphasize the need for improved genomic surveillance worldwide.","Multiple expansions of globally uncommon SARS-CoV-2 lineages in Nigeria.","13","688","Ozer EA and Simons LM and Adewumi OM and Fowotade AA and Omoruyi EC and Adeniji JA and Olayinka OA and Dean TJ and Zayas J and Bhimalli PP and Ash MK and Maiga AI and Somboro AM and Maiga M and Godzik A and Schneider JR and Mamede JI and Taiwo BO and Hultquist JF and Lorenzo-Redondo R"
"88","Aaron_1","NO","Tropical animal health and production","Outbreaks of infectious bursal disease (IBD), a highly contagious immunosuppressive disease of young chickens, are still reported globally despite vaccination efforts. This study investigated the genetic characteristics of infectious bursal disease virus (IBDV) from 26 reported outbreaks in 2019 in Nigeria. Nucleotide sequences of VP2 hypervariable (hvVP2) region (n=26) and VP1 (n=23) of Nigerian IBDVs were determined. Our results revealed the detection of reassortant strains with segment A related to very virulent IBDV (vvIBDV) having virulence marker (222A, 242I, 256I, 294I and 299S), whereas their segment B were closely related to previously detected IBDV strains having QEG substitution at positions 145-147. Phylogenetic analysis of the hvVP2 region revealed that all the Nigerian IBDV clustered with vvIBDV (genogroup 3) and were independent of the Asian/European lineage. Interestingly, in the hvVP2, all the viruses had a G-S substitution at residue 254. Additionally, one isolate had an A321T substitution at the P(HI) loop, which has been suggested to play a key role in antigenicity. Four of the viruses (Bauchi=3 and Plateau=1) had a unique A-T substitution at residue 144 on the VP1 region. We also observed a T174S substitution in nine of the Nigerian viruses from Bauchi and Plateau state that were not found in any outbreak viruses from Oyo and Akwa Ibom. This report demonstrates the circulation of reassortant strains in commercial and backyard poultry farms in Nigeria despite sustained vaccination efforts. Our data suggest that the Nigerian outbreak viruses have mutations that may affect antigenicity and contribute to antigenic drift.","Infectious bursal disease in Nigeria: continuous circulation of reassortant viruses.","53","271","Arowolo OA and George UE and Luka PD and Maurice NA and Atuman YJ and Shallmizhili JJ and Shittu I and Oluwayelu DO"
"89","Aaron_1","NO","African journal of medicine and medical sciences","BACKGROUND: The high prevalence of sickle cell disorders and the mild deletional alpha-thalassaemia among Nigerians is well known, but beta-thalassaemia is believed to be almost nonexistent. Beta thalassaemia trait (BTT) was screened for in patients with unexplained recurrent haemolytic anaemia and healthy individuals. METHODS: beta-thalassaemia trait (BTT) was screened for using MCH and HbA2 of 27 pg and 3.5% respectively as cut off in 151 Nigerians which included 29 patients and 122 apparently healthy individuals. The subjects were categorized into four, Group I (high HbA2, low MCH), Group II (low HbA2 and MCH), Group III (high HbA2 and high/normal MCH) and Group IV (normal HbA2 and MCH). RESULTS: Group I are possible carriers of BTT while group IV are least likely to carry either alpha or beta thalassaemia genes. There were 36 (26%), 39 (28%), 27 (19%) and 38 (27%) in groups I-IV respectively. The mean MCH, MCV, haematocrit and HbA2 for the study population were 26 +/-2.8, 81 +/- 7.9, 37.5 +/- 6.8 and 3.4 +/- 1.7 respectively. The mean MCV and haematocrit were significantly lower for group I compared to group IV (76.9 Vs 86.6, p = 0.00) and (36.5Vs39.7, p = 0.03) respectively. Group II had significantly lower MCV and haematocrit than group IV (75.4 (p = 0.00) and 36.4 (p = 0.01) respectively. There was a positive correlation between the MCH and MCV with the haematocrit (p = 0.004, p = 0.001 respectively) but HbA2 showed a stronger negative correlation with the haematocrit (p < 0.0001). CONCLUSION: This does not only show the presence of BTT, but a higher prevalence than previously thought, mutations responsible for it should therefore be characterized.","Beta thalassaemia in Nigeria: myth or fact?","42","355-8","Kotila TR"
